molecule,label
[C][C][O][C][=Branch1][C][=O][C][S][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][C][#N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][=C][Ring1][=N][C][#N],0
[C][O][C][=C][C][Branch1][#Branch2][C][=N][N][C][=N][N][=C][Ring1][Branch1][=C][C][=C][Ring1][=N][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][C][=N][N][C][=Branch1][C][=O][C][C][C][C][Branch1][C][C][=N][NH1][C][=Ring1][=Branch1][C],0
[C][O][C][=C][C][Branch2][Ring1][O][C][=C][C][Branch1][N][C][=C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][=N][C][Branch1][C][N][=C][Ring1][=C][C][#N][=C][C][=C][Ring2][Ring1][=Branch1][O],0
[C][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][=C][Branch1][N][S][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][#N][C][Ring2][Ring1][C][C][=C][C][=C][N][=C][Ring1][=Branch1],0
[C][C][Branch2][Ring1][Branch2][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][O][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2],0
[C][O][C][Branch1][C][C][C][O][C][=C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][C][=Ring1][Branch2][C][=C][Ring1][=N][C][=Ring1][S][C],0
[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring1][#C][O][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][=Ring1][=Branch2][C][=C][Ring2][Ring1][=Branch2],0
[O][=N+1][Branch1][C][O-1][C][N][=C][N][Branch1][=C][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][N][=Ring1][=C],0
[O][=C][Branch1][P][N][N][C][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],0
[C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][O][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][=C][Ring1][O],0
[O][=C][Branch1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][Ring1][=N][=O],0
[C][O][C][=Branch1][C][=O][C][S][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][Branch1][C][C][C][Ring1][=C],0
[C][C][O][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1][C],0
[C][C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][C][=C][N][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][N][N][=Ring1][S],0
[C][C][=N][C][Branch1][C][O][=N][C][Branch1][C][O][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][S][C][=N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][=C][Ring1][O][C][=Ring1][=C][N],0
[C][C][C][C][N][Branch2][Ring2][Ring2][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring2][Ring1][Ring2][Ring1][=Branch1][C][C][Ring2][Ring1][#Branch2],0
[C][S][C][=N][C][=C][Branch2][Ring1][Branch2][C][N][C][C][N][Branch1][Branch2][C][C][=C][Branch1][C][C][C][C][Branch1][Ring2][C][C][O][C][Ring1][=C][C][=N][Ring2][Ring1][Branch1],0
[C][C][C][C][C][C][N][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][N][C][=Branch1][#Branch1][=N][C][C][Ring1][Branch1][C][N][Ring1][=Branch2][C][C][C][C][C][Ring1][Ring2],0
[C][C][=C][C][=C][Branch2][Ring1][S][N][C][Branch2][Ring1][C][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][=N],0
[C][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2][C][C][N][Ring1][S][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][O],0
[O][=C][Branch1][C][O][C][N][C][=N][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],0
[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][N][Ring1][N][C][=Branch1][C][=S][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][C][=C][C][=C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][NH1][C][Ring1][O][=O][C][=C][Ring2][Ring1][Branch1],0
[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][Ring2][C][=N][O][=C][C][=C][Ring1][=Branch2][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],0
[C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C][C][=C][Branch1][O][C][#C][C][Branch1][C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][C][Ring1][=N][C][=C][Ring2][Ring1][Ring1],0
[N][=C][C][=C][N][Branch2][Ring1][=N][C][C][C][N][C][C][N][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][Ring1][P][C][=Branch1][C][=O][NH1][Ring2][Ring1][O],0
[C][N][C][=Branch1][C][=O][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring2][N][Branch1][C][C][C][Ring2][Ring1][#Branch2][=O],0
[C][N][C][=Branch1][C][=O][C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Branch1][C][N][=Branch1][C][=O][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2],0
[O][=C][Branch2][Ring2][=Branch1][C][N][C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Ring1][=Branch1][C][=O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][C][C][=Branch1][C][=O][C][=C][N][=C][Branch1][C][N][N][=C][Ring1][#Branch1][C][Ring1][N][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][Ring2],0
[O][=S][=Branch1][C][=O][Branch1][O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][N][C][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=C],0
[C][C][=C][Branch1][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],0
[C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][Branch1][C][O][=C][Ring2][Ring1][Ring2][C],0
[C][O][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][S][C][Branch1][Ring2][S][Ring1][=Branch2][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][S][C][=C][Ring1][#C][S][S][C][Ring1][Branch1][=O],0
[C][O][C][=C][C][=C][Branch2][Ring1][N][C][=C][C][=Branch1][S][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][=O][C][=Branch1][C][=O][O][Ring1][P][C][=C][Ring2][Ring1][#Branch1],0
[C][C][C][N][C][C][C][C][C][C][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][=C][C][Ring1][O][Ring1][#C],1
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][=C][C][C][Branch1][Ring2][C][Ring1][N][N][C][C][C][Ring1][#C][Ring1][#Branch1][Ring1][N],0
[C][C][=C][C][=C][Branch2][Ring2][O][N][N][=C][Branch1][C][C][C][Branch2][Ring1][N][C][=N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][#C][=C][Ring2][Ring1][#Branch1][O][C][=C][Ring2][Ring1][=C][C],0
[C][C][O][C][=Branch1][C][=O][C][S][C][=N][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=N][C][=C][Ring1][O][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],0
[O][=C][C][=C][C][=C][C][Branch1][P][O][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Ring2][Ring1][C],0
[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][C][C][C][C][Ring1][=Branch2][Branch1][C][C][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][#Branch2][C],0
[C][O][C][=C][C][=C][C][=C][C][=Branch1][C][=O][O][C][Ring1][#Branch1][=C][Ring1][O][C][C][=Branch1][C][=O][C][Branch1][C][C][C],0
[C][C][C][N][Branch2][Ring2][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][C][=C][Ring2][Ring1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring2][Ring1][#C],0
[C][=C][C][N][C][Branch1][C][O][C][=C][Branch2][Ring1][Ring2][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][Ring1][P][O],0
[O][=C][Branch1][P][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1],0
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][#C][C][C][=C][Branch1][=Branch1][C][Branch1][C][O][O][O][N][=Ring1][Branch2][C][=C][Ring1][S][Cl],0
[C][C][=C][C][Branch1][=C][C][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][C][=C][Ring1][#C][N],0
[C][C][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][C][I][=C][Branch1][O][O][C][C][N][Branch1][Ring1][C][C][C][C][C][Branch1][C][I][=C][Ring1][S],1
[C][C][=C][C][Branch1][C][C][=C][N][=C][Branch1][N][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][Ring1][=C][=C][Ring2][Ring1][Ring1],0
[C][C][=C][C][=C][Branch2][Ring1][Branch2][C][N][N][=C][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][=C][Branch1][C][Cl][C][Ring1][=N][=O][C][=C][Ring2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N],1
[C][C][C][C][C][=C][C][=C][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][Branch2][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][C][Ring1][=C][=C][N][Ring2][Ring1][C][C][C][Branch1][C][C][C],0
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][C][=N][N][C][Branch1][C][S][=N][N][=C][Ring1][=Branch1][C][NH1][N][=C][C][=Ring1][Branch1][C][C][C][Ring1][Branch1],0
[C][C][C][N][C][C][Branch1][Ring2][C][S][C][C][C][C][=C][C][=C][C][NH1][C][=C][Branch1][=Branch1][C][Ring1][=Branch2][=Ring1][Branch1][C][C][Ring1][N][Ring2][Ring1][Ring1],1
[C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],0
[C][C][=C][N][=N][C][=C][Ring1][=Branch1][C][=N][O][N+1][Branch1][C][O-1][=C][Ring1][=Branch1][C][C][Ring1][#Branch2],0
[O][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][C][=C][Branch2][Ring2][=Branch1][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][C][=Branch1][C][=O][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][C][Ring2][Ring1][Ring2][=Ring1][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring2][Ring2][#Branch1][Ring2][Ring1][N],0
[C][C][C][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][Ring1][O][C][=Branch1][C][=O][C][Cl],0
[C][C][=C][C][=C][C][=C][Branch2][Ring1][O][C][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][Branch1][C][O][=N][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2],0
[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=S][C][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][N+1][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][C][Ring1][=N][Branch1][Branch1][C][Ring2][Ring1][=Branch1][C][Ring2][Ring1][=Branch2],0
[C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][C][=C][Ring1][#C],0
[C][O][C][=C][C][=C][Branch2][Ring2][=Branch2][C][C][N][C][C][C][Branch2][Ring1][O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][S],1
[O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][O][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
[C][C][=N][C][Branch2][Ring2][=Branch2][C][=C][C][=C][Branch2][Ring1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=N][C][=C][Ring2][Ring1][=Branch1][=C][O][Ring2][Ring1][O],0
[C][C][=C][C][=C][Branch2][Ring1][#Branch1][C][N][=C][N][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][O][Ring2][Ring1][Branch1],0
[C][C][C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][N][Branch1][=C][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=C][C][=N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][Ring1][O][C][=C][Ring2][Ring1][=N],0
[C][C][C][O][C][=C][C][=C][Branch2][Ring2][C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][Ring1][C][#N][C][Branch1][=Branch2][S][C][C][C][=Branch1][C][=O][O][=N][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2],0
[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring2][=Branch1][O][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][=C][Ring2][Ring1][=C],0
[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=N][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=N][Ring1][S],0
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][N][=C][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][C][C][=Branch1][=C][=C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][C][Ring2][Ring1][=Branch1][=N],0
[C][=C][C][N][C][C][C][Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][C][Ring1][=C][C][Ring1][N][C],0
[C][=C][Branch2][Ring2][#C][C][C][Branch2][Ring2][Branch1][C][Branch2][Ring1][Branch2][N][P][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][Ring1][C][C][C][C][C][C][Ring2][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Ring1][=Branch1][C][C][=Branch2][Ring1][Branch1][=C][Branch1][C][O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=N][O][C][C][C][C][N][Ring1][Branch1][Ring2][Ring1][Ring2],0
[O][C][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][Branch2][C][=N][C][=C][C][=C][C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],0
[C][C][Branch2][Ring1][Branch1][N][C][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][O][C][C][Branch1][C][N][=O][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],0
[C][C][C][C][C][C][C][N][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][C][C][Branch1][N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][C][Ring1][P],1
[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][O][C][=C][Branch1][=C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][Cl][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][C],0
[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][=C][N][=C][C][=N][C][Ring1][=Branch1][=C][Ring1][#Branch2],0
[N][#C][C][=Branch1][=N][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][O][Ring1][Branch1],0
[C][C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1],0
[C][C][=C][C][=C][C][Branch2][Ring2][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][Branch1][S][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][=C][Ring1][S][=C][Ring2][Ring1][#Branch2],0
[C][C][=C][C][=Branch1][C][=O][O][C][=C][Branch1][C][C][C][Branch2][Ring1][C][O][C][C][=Branch1][C][=O][N][C][C][C][N][C][=C][N][=C][Ring1][Branch1][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring1][Ring2],0
[C][C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][=N][O][Ring1][P],0
[C][=C][C][S][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=C][Branch1][Ring1][C][#N][C][=Branch1][C][=O][N][Ring1][P][C][C][=C],0
[C][C][N][C][=Branch1][C][=N][N][Branch1][S][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring1],0
[C][C][C][=C][Branch1][=Branch1][C][Branch1][C][F][F][N][N][=C][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][=C][Ring1][S][N][=Ring2][Ring1][#Branch1],0
[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][Ring1][#C][=C][C][=C][C][=C][S][Ring1][Branch1],0
[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][Ring1][O][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring1],0
[C][=C][C][=C][Branch2][Ring1][Ring2][S][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=N][O][Ring1][O][C][=C][Ring2][Ring1][Ring1],0
[C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=S][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][#N][C][=C][Ring1][=N],1
[C][C][=C][Branch1][Ring1][C][#N][C][N][=C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][C][=Ring1][=C][N][Ring2][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][C][#N][C][C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1],0
[C][O][C][=C][C][=N][C][=N][C][Branch1][N][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C],0
[C][C][=C][C][=C][Branch2][Ring2][Branch2][N][C][C][N][Branch2][Ring1][N][C][=C][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][C][C][Ring2][Ring1][#Branch1][C][Branch1][C][C][=C][Ring2][Ring1][=C],0
[Cl][C][Branch1][C][Cl][Branch1][C][Cl][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][N][Ring1][=N],0
[C][#C][C][N][C][=Branch1][C][=O][C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][#C][O][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2][O][Ring2][Ring1][Ring2],0
[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][C][=O][O][Ring1][#Branch1][=C][Ring1][=N],0
[C][N][C][=Branch1][C][=O][C][=Branch1][=Branch2][=C][C][=C][C][=C][O][Ring1][Branch1][S][C][Ring1][N][=N][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2],0
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][C][C][=Branch1][S][=C][C][=C][C][=Branch1][=Branch1][=N+1][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][=Branch2],1
[F][C][Branch1][C][F][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=S][N][N][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1],0
[O][=C][Branch1][C][O][C][C][C][=Branch2][Ring1][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Br][O][C][O][Ring1][Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],0
[N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][#Branch2][O][C][C][N][=N][NH1][N][=Ring1][Branch1][C][=C][Ring1][=N],0
[C][=C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring2][Ring1][Branch2],0
[C][O][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][Branch1][Ring1][O][C][C][C][C][C][C][C][C][Ring1][#Branch1][Ring1][#C],0
